,Sweep,Mag,E_N,Beta,Temp,Mag_mean,Mag_max,Mag_min,E_mean,E_max,E_min
661,1,-0.77625,1.2975,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
662,2,-0.6125,1.0275,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
663,3,-0.47625,0.7875,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
664,4,-0.355,0.7175,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
665,5,-0.24625,0.66,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
666,6,-0.19375,0.5425,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
667,7,-0.18,0.58,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
668,8,-0.1175,0.4575,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
669,9,-0.03875,0.535,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
670,10,-0.03375,0.6525,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
671,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
672,1,-0.74625,1.235,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
673,2,-0.54625,0.92,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
674,3,-0.39,0.7125,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
675,4,-0.25625,0.5875,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
676,5,-0.1775,0.5825,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
677,6,-0.1275,0.5375,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
678,7,-0.06875,0.495,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
679,8,-0.03625,0.4775,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
680,9,-0.02625,0.4975,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
681,10,0.00625,0.545,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
682,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
683,1,-0.73875,1.255,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
684,2,-0.55,0.91,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
685,3,-0.445,0.7775,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
686,4,-0.32875,0.66,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
687,5,-0.2075,0.5425,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
688,6,-0.1375,0.59,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
689,7,-0.11125,0.575,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
690,8,-0.1025,0.545,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
691,9,-0.14,0.56,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
692,10,-0.09375,0.5375,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
693,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
694,1,-0.7375,1.25,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
695,2,-0.54625,0.86,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
696,3,-0.41375,0.7075,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
697,4,-0.37125,0.75,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
698,5,-0.23625,0.635,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
699,6,-0.21,0.63,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
700,7,-0.1525,0.585,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
701,8,-0.145,0.6575,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
702,9,-0.15625,0.6225,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
703,10,-0.1375,0.57,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
704,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
705,1,-0.73125,1.215,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
706,2,-0.59375,0.915,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
707,3,-0.43875,0.7475,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
708,4,-0.32625,0.66,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
709,5,-0.26625,0.62,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
710,6,-0.23125,0.57,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
711,7,-0.135,0.6225,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
712,8,-0.0975,0.5825,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
713,9,-0.05875,0.5775,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
714,10,-0.0275,0.5975,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
715,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
716,1,-0.78625,1.3325,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
717,2,-0.59375,0.935,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
718,3,-0.4575,0.825,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
719,4,-0.31,0.6225,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
720,5,-0.18875,0.5025,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
721,6,-0.12625,0.465,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
722,7,-0.09625,0.5425,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
723,8,-0.0525,0.53,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
724,9,-0.02375,0.58,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
725,10,0.07625,0.5125,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
726,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
727,1,-0.77375,1.3175,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
728,2,-0.61375,1.0225,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
729,3,-0.42375,0.7775,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
730,4,-0.28375,0.65,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
731,5,-0.23125,0.66,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
732,6,-0.1625,0.6125,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
733,7,-0.16375,0.5675,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
734,8,-0.10125,0.5625,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
735,9,-0.16625,0.5775,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
736,10,-0.08875,0.5525,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
737,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
738,1,-0.74375,1.2325,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
739,2,-0.59125,0.9525,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
740,3,-0.43125,0.775,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
741,4,-0.325,0.6175,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
742,5,-0.27875,0.58,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
743,6,-0.24625,0.6525,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
744,7,-0.16,0.56,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
745,8,-0.07875,0.5775,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
746,9,-0.05375,0.6275,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
747,10,-0.05125,0.5425,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
748,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
749,1,-0.75875,1.32,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
750,2,-0.59125,0.9525,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
751,3,-0.45625,0.8325,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
752,4,-0.3575,0.7225,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
753,5,-0.33875,0.74,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
754,6,-0.27375,0.6675,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
755,7,-0.18625,0.5825,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
756,8,-0.1,0.5975,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
757,9,-0.1925,0.62,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
758,10,-0.13,0.5475,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
759,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
760,1,-0.725,1.195,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
761,2,-0.54625,0.915,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
762,3,-0.45375,0.795,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
763,4,-0.3225,0.6675,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
764,5,-0.2275,0.655,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
765,6,-0.21125,0.6525,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
766,7,-0.13125,0.5575,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
767,8,-0.0675,0.58,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
768,9,-0.04875,0.5325,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
769,10,-0.01875,0.5175,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
770,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
771,1,-0.7675,1.2825,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
772,2,-0.6,0.955,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
773,3,-0.46,0.7625,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
774,4,-0.36125,0.63,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
775,5,-0.285,0.6225,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
776,6,-0.12875,0.57,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
777,7,-0.12625,0.5425,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
778,8,-0.09125,0.5825,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
779,9,-0.09875,0.67,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
780,10,-0.005,0.6625,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
781,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
782,1,-0.73625,1.2125,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
783,2,-0.54375,0.795,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
784,3,-0.415,0.745,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
785,4,-0.3275,0.6175,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
786,5,-0.26875,0.635,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
787,6,-0.205,0.5825,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
788,7,-0.1375,0.5125,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
789,8,-0.11375,0.5975,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
790,9,-0.075,0.515,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
791,10,-0.09125,0.585,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
792,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
793,1,-0.76375,1.235,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
794,2,-0.5825,0.9225,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
795,3,-0.46625,0.7625,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
796,4,-0.35875,0.715,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
797,5,-0.2325,0.665,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
798,6,-0.1625,0.555,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
799,7,-0.1175,0.5275,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
800,8,-0.05,0.53,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
801,9,-0.00625,0.5525,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
802,10,-0.0425,0.635,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
803,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
804,1,-0.73375,1.1775,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
805,2,-0.5125,0.86,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
806,3,-0.4175,0.745,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
807,4,-0.3675,0.6975,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
808,5,-0.28375,0.67,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
809,6,-0.23625,0.6125,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
810,7,-0.16375,0.555,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
811,8,-0.12375,0.5275,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
812,9,-0.12,0.5625,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
813,10,-0.07375,0.5525,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
814,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
815,1,-0.7325,1.23,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
816,2,-0.57875,0.9225,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
817,3,-0.42375,0.755,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
818,4,-0.30125,0.705,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
819,5,-0.235,0.66,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
820,6,-0.14375,0.6075,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
821,7,-0.17,0.4875,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
822,8,-0.1325,0.5525,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
823,9,-0.125,0.5375,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
824,10,-0.15125,0.595,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
825,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
826,1,-0.76125,1.26,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
827,2,-0.58875,0.9575,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
828,3,-0.4825,0.7775,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
829,4,-0.37,0.7125,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
830,5,-0.29125,0.67,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
831,6,-0.25625,0.6625,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
832,7,-0.20375,0.535,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
833,8,-0.1625,0.6,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
834,9,-0.1575,0.6025,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
835,10,-0.08875,0.5125,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
836,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
837,1,-0.7575,1.2775,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
838,2,-0.55875,0.8975,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
839,3,-0.45,0.795,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
840,4,-0.35,0.685,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
841,5,-0.235,0.6075,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
842,6,-0.14625,0.52,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
843,7,-0.0625,0.52,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
844,8,-0.105,0.525,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
845,9,-0.06375,0.5675,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
846,10,-0.05625,0.5125,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
847,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
848,1,-0.76625,1.295,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
849,2,-0.55,0.885,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
850,3,-0.3975,0.725,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
851,4,-0.29125,0.635,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
852,5,-0.1925,0.6,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
853,6,-0.16875,0.61,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
854,7,-0.0825,0.6125,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
855,8,-0.06,0.55,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
856,9,-0.03625,0.595,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
857,10,-0.10875,0.5825,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
858,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
859,1,-0.76875,1.29,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
860,2,-0.57,0.9625,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
861,3,-0.405,0.7725,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
862,4,-0.32125,0.6675,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
863,5,-0.29,0.6375,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
864,6,-0.1925,0.615,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
865,7,-0.1525,0.6025,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
866,8,-0.13,0.5425,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
867,9,-0.1275,0.595,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
868,10,-0.09125,0.61,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
869,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
870,1,-0.76125,1.33,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
871,2,-0.6275,1.0275,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
872,3,-0.47625,0.7875,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
873,4,-0.34875,0.675,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
874,5,-0.23,0.5475,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
875,6,-0.175,0.6425,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
876,7,-0.1075,0.5975,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
877,8,-0.07625,0.5075,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
878,9,-0.05875,0.53,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
879,10,-0.0425,0.53,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
880,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
