,Sweep,Mag,E_N,Beta,Temp,Mag_mean,Mag_max,Mag_min,E_mean,E_max,E_min
881,1,-0.77,1.3325,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
882,2,-0.61125,1.0125,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
883,3,-0.445,0.8125,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
884,4,-0.3475,0.68,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
885,5,-0.2375,0.55,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
886,6,-0.21625,0.58,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
887,7,-0.14875,0.5625,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
888,8,-0.125,0.5775,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
889,9,-0.10625,0.5425,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
890,10,-0.12375,0.53,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
891,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
892,1,-0.74375,1.2175,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
893,2,-0.5575,0.9075,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
894,3,-0.425,0.8,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
895,4,-0.36,0.6725,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
896,5,-0.28125,0.61,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
897,6,-0.23625,0.64,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
898,7,-0.15875,0.5875,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
899,8,-0.11875,0.625,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
900,9,-0.08625,0.5175,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
901,10,-0.00125,0.54,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
902,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
903,1,-0.7575,1.275,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
904,2,-0.58875,0.92,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
905,3,-0.4825,0.83,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
906,4,-0.325,0.7125,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
907,5,-0.235,0.6575,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
908,6,-0.1575,0.55,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
909,7,-0.11625,0.5625,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
910,8,-0.0725,0.5625,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
911,9,-0.1125,0.5975,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
912,10,-0.06375,0.6075,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
913,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
914,1,-0.74875,1.2625,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
915,2,-0.6175,1.03,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
916,3,-0.4825,0.83,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
917,4,-0.3825,0.7,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
918,5,-0.34375,0.6475,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
919,6,-0.25375,0.6925,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
920,7,-0.16875,0.6225,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
921,8,-0.175,0.545,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
922,9,-0.1225,0.565,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
923,10,-0.1,0.5675,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
924,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
925,1,-0.76625,1.3175,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
926,2,-0.5425,0.8575,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
927,3,-0.4125,0.71,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
928,4,-0.29375,0.5775,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
929,5,-0.21125,0.545,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
930,6,-0.19625,0.555,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
931,7,-0.18125,0.59,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
932,8,-0.15,0.605,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
933,9,-0.09625,0.57,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
934,10,-0.05,0.575,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
935,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
936,1,-0.78875,1.335,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
937,2,-0.58625,1.0075,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
938,3,-0.4275,0.7725,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
939,4,-0.31125,0.65,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
940,5,-0.20375,0.63,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
941,6,-0.17875,0.595,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
942,7,-0.17,0.61,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
943,8,-0.10375,0.6,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
944,9,-0.07125,0.555,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
945,10,-0.05625,0.5425,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
946,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
947,1,-0.8075,1.37,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
948,2,-0.6075,0.98,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
949,3,-0.44375,0.8025,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
950,4,-0.25125,0.6125,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
951,5,-0.215,0.6075,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
952,6,-0.23125,0.5625,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
953,7,-0.16375,0.58,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
954,8,-0.15125,0.57,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
955,9,-0.10625,0.5375,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
956,10,-0.0675,0.5775,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
957,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
958,1,-0.75125,1.2825,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
959,2,-0.62,1.06,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
960,3,-0.4525,0.79,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
961,4,-0.29,0.685,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
962,5,-0.2325,0.65,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
963,6,-0.1225,0.5275,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
964,7,-0.0225,0.57,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
965,8,-0.0425,0.57,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
966,9,-0.025,0.5125,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
967,10,-0.06125,0.585,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
968,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
969,1,-0.76125,1.3025,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
970,2,-0.55875,0.87,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
971,3,-0.4375,0.6925,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
972,4,-0.27125,0.6025,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
973,5,-0.20375,0.465,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
974,6,-0.13875,0.51,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
975,7,-0.175,0.5275,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
976,8,-0.12375,0.5725,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
977,9,-0.1325,0.515,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
978,10,-0.1075,0.5375,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
979,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
980,1,-0.7525,1.2975,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
981,2,-0.60125,0.965,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
982,3,-0.42375,0.745,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
983,4,-0.31625,0.655,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
984,5,-0.2625,0.625,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
985,6,-0.2175,0.555,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
986,7,-0.185,0.535,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
987,8,-0.065,0.5125,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
988,9,-0.03875,0.565,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
989,10,-0.0625,0.54,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
990,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
991,1,-0.74125,1.25,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
992,2,-0.55625,0.94,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
993,3,-0.43625,0.795,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
994,4,-0.35375,0.7975,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
995,5,-0.2025,0.6175,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
996,6,-0.12375,0.5775,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
997,7,-0.11375,0.57,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
998,8,-0.06125,0.545,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
999,9,0.045,0.53,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1000,10,0.025,0.5175,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1001,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1002,1,-0.75,1.2325,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1003,2,-0.55875,0.8875,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1004,3,-0.38875,0.7175,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1005,4,-0.34625,0.71,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1006,5,-0.29625,0.73,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1007,6,-0.24875,0.6975,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1008,7,-0.17625,0.6075,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1009,8,-0.11125,0.535,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1010,9,-0.1275,0.5625,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1011,10,-0.125,0.545,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1012,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1013,1,-0.7325,1.2525,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1014,2,-0.555,0.88,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1015,3,-0.40625,0.715,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1016,4,-0.28375,0.625,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1017,5,-0.19875,0.57,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1018,6,-0.17625,0.595,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1019,7,-0.1075,0.6175,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1020,8,-0.13,0.6875,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1021,9,-0.09625,0.6325,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1022,10,-0.0825,0.56,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1023,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1024,1,-0.77125,1.31,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1025,2,-0.61,1.02,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1026,3,-0.495,0.7775,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1027,4,-0.39875,0.7175,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1028,5,-0.34125,0.66,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1029,6,-0.26375,0.62,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1030,7,-0.23125,0.5375,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1031,8,-0.1225,0.4875,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1032,9,-0.0975,0.575,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1033,10,-0.08625,0.5975,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1034,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1035,1,-0.77,1.2825,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1036,2,-0.55375,0.885,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1037,3,-0.42125,0.77,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1038,4,-0.315,0.675,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1039,5,-0.24625,0.5725,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1040,6,-0.17875,0.5625,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1041,7,-0.12,0.6125,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1042,8,-0.1175,0.595,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1043,9,-0.0475,0.6025,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1044,10,-0.01,0.635,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1045,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1046,1,-0.7525,1.2475,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1047,2,-0.605,0.98,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1048,3,-0.45625,0.76,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1049,4,-0.2825,0.635,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1050,5,-0.22375,0.6225,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1051,6,-0.24625,0.61,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1052,7,-0.16875,0.6575,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1053,8,-0.1175,0.62,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1054,9,-0.05125,0.5275,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1055,10,-0.105,0.56,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1056,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1057,1,-0.7675,1.3275,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1058,2,-0.595,0.9025,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1059,3,-0.51125,0.8825,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1060,4,-0.42625,0.715,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1061,5,-0.31,0.5975,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1062,6,-0.245,0.62,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1063,7,-0.21125,0.575,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1064,8,-0.175,0.5925,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1065,9,-0.0975,0.5425,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1066,10,-0.08625,0.5475,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1067,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1068,1,-0.75,1.26,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1069,2,-0.56125,0.8875,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1070,3,-0.41,0.8475,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1071,4,-0.33,0.655,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1072,5,-0.2175,0.59,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1073,6,-0.08625,0.4975,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1074,7,-0.0725,0.6275,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1075,8,-0.08875,0.595,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1076,9,-0.0925,0.58,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1077,10,-0.02625,0.5775,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1078,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1079,1,-0.7325,1.2325,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1080,2,-0.5625,0.9275,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1081,3,-0.43625,0.6725,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1082,4,-0.3325,0.675,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1083,5,-0.2775,0.6625,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1084,6,-0.2275,0.665,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1085,7,-0.1425,0.615,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1086,8,-0.12625,0.6825,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1087,9,-0.0825,0.57,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1088,10,-0.09125,0.5325,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1089,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1090,1,-0.775,1.29,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1091,2,-0.525,0.84,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1092,3,-0.39,0.6725,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1093,4,-0.2975,0.7075,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1094,5,-0.21375,0.66,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1095,6,-0.175,0.5525,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1096,7,-0.2,0.6025,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1097,8,-0.15125,0.6275,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1098,9,-0.14625,0.6275,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1099,10,-0.1125,0.6175,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
